origin,destination,2016,2025,2035,2050
3024,2199,0.0,0.0,48.8982036,52.7994012
2609,2199,0.0,0.0,48.7994012,41.5988024
2096,2199,0.0,0.0,48.7964072,41.6976048
1931,2199,0.0,0.0,48.6976048,45.5988024
2002,2199,0.0,0.0,48.5988024,33.7994012
1887,2199,0.0,0.0,48.497006,46.6976048
1960,2199,0.0,0.0,48.3982036,60.4291417
1424,2199,0.0,0.0,48.2994012,45.2994012
3512,2199,0.0,0.0,48.2994012,57.3303393
1040,2199,0.0,0.0,48.1976048,40.3982036
3122,2199,0.0,0.0,48.0988024,43.2994012
2324,2199,0.0,0.0,48.0958084,64.2285429
1946,2199,0.0,0.0,47.8982036,36.497006
2989,2199,0.0,0.0,47.7994012,49.2994012
2881,2199,0.0,0.0,47.7994012,45.6976048
1797,2199,0.0,0.0,47.7315369,57.5988024
2429,2199,0.0,0.0,47.5988024,50.1976048
1862,2199,0.0,0.0,47.5988024,49.497006
2545,2199,0.0,0.0,47.3982036,44.5988024
1743,2199,0.0,0.0,47.3982036,56.7964072
1975,2199,0.0,0.0,47.3982036,61.497006
3233,2199,0.0,0.0,47.2994012,47.8982036
2843,2199,0.0,0.0,47.2994012,50.997006
2412,2199,0.0,0.0,47.2994012,45.497006
1090,2199,0.0,0.0,47.1976048,58.5
2041,2199,0.0,0.0,47.1976048,45.6976048
1603,2199,0.0,0.0,47.0958084,43.8982036
2079,2199,0.0,0.0,47.0309381,45.7994012
3464,2199,0.0,0.0,47.0309381,43.7964072
1897,2199,0.0,0.0,46.7994012,54.6327345
3134,2199,0.0,0.0,46.7994012,51.8952096
2044,2199,0.0,0.0,46.7964072,53.0958084
1962,2199,0.0,0.0,46.7315369,51.3982036
2430,2199,0.0,0.0,46.6297405,53.7315369
4661,2199,0.0,0.0,46.497006,44.5
1941,2199,0.0,0.0,46.3982036,51.3982036
2136,2199,0.0,0.0,46.2994012,57.1976048
1469,2199,0.0,0.0,46.1976048,49.8982036
4508,2199,0.0,0.0,46.0988024,27.2964072
2857,2199,0.0,0.0,46.0988024,40.8982036
4629,2199,0.0,0.0,46.0988024,29.7994012
2025,2199,0.0,0.0,45.8982036,34.7994012
2706,2199,0.0,0.0,45.8333333,27.2994012
2535,2199,0.0,0.0,45.6976048,44.9321357
2386,2199,0.0,0.0,45.5988024,47.2994012
3585,2199,0.0,0.0,45.5,34.5
2648,2199,0.0,0.0,45.3982036,37.1976048
2503,2199,0.0,0.0,45.2994012,58.3982036
1496,2199,0.0,0.0,45.2994012,35.497006
3462,2199,0.0,0.0,45.1976048,47.2994012
1663,2199,0.0,0.0,45.1976048,53.3982036
1804,2199,0.0,0.0,45.0988024,55.5
1893,2199,0.0,0.0,45.0988024,44.8982036
2753,2199,0.0,0.0,45.0,40.497006
3340,2199,0.0,0.0,45.0,54.5988024
3156,2199,0.0,0.0,44.8982036,42.8982036
2047,2199,0.0,0.0,44.8982036,32.497006
1290,2199,0.0,0.0,44.8982036,43.0988024
2687,2199,0.0,0.0,44.8982036,30.3982036
2470,2199,0.0,0.0,44.7994012,40.4630738
3342,2199,0.0,0.0,44.6976048,61.5309381
4278,2199,0.0,0.0,44.6976048,56.2994012
2181,2199,0.0,0.0,44.6976048,34.7994012
4177,2199,0.0,0.0,44.6327345,39.7994012
1124,2199,0.0,0.0,44.5988024,38.5988024
2033,2199,0.0,0.0,44.5309381,29.5958084
2476,2199,0.0,0.0,44.5,46.2994012
1658,2199,0.0,0.0,44.497006,35.0988024
2000,2199,0.0,0.0,44.3982036,47.2315369
1772,2199,0.0,0.0,44.3982036,51.3982036
3402,2199,0.0,0.0,44.2994012,46.8982036
3801,2199,0.0,0.0,44.2994012,43.0
3348,2199,0.0,0.0,44.2994012,48.6976048
2081,2199,0.0,0.0,44.2994012,32.0309381
1146,2199,0.0,0.0,44.2994012,42.997006
1646,2199,0.0,0.0,43.8982036,48.1976048
4227,2199,0.0,0.0,43.8982036,53.2994012
2634,2199,0.0,0.0,43.8982036,54.3982036
2932,2199,0.0,0.0,43.8333333,47.997006
3006,2199,0.0,0.0,43.7994012,38.997006
2456,2199,0.0,0.0,43.6976048,64.7285429
1504,2199,0.0,0.0,43.5988024,50.5988024
3338,2199,0.0,0.0,43.4321357,46.1976048
1161,2199,0.0,0.0,43.2994012,35.7964072
2584,2199,0.0,0.0,43.2315369,42.1327345
4272,2199,0.0,0.0,43.0988024,39.5988024
698,2199,0.0,0.0,43.0988024,43.497006
4426,2199,0.0,0.0,43.0988024,44.0988024
3011,2199,0.0,0.0,43.0,28.2994012
2271,2199,0.0,0.0,43.0,34.7994012
3397,2199,0.0,0.0,43.0,50.497006
1458,2199,0.0,0.0,42.8982036,53.6976048
1958,2199,0.0,0.0,42.7964072,42.5988024
2879,2199,0.0,0.0,42.7315369,39.997006
1600,2199,0.0,0.0,42.6976048,55.497006
3301,2199,0.0,0.0,42.5988024,47.8982036
2982,2199,0.0,0.0,42.5988024,39.0988024
2212,2199,0.0,0.0,42.497006,52.6976048
1647,2199,0.0,0.0,42.497006,43.0988024
3520,2199,0.0,0.0,42.3982036,44.0988024
4098,2199,0.0,0.0,42.0988024,50.8982036
3231,2199,0.0,0.0,42.0988024,50.997006
3378,2199,0.0,0.0,42.0988024,33.5988024
1109,2199,0.0,0.0,42.0988024,64.997006
1511,2199,0.0,0.0,42.0958084,38.6976048
1492,2199,0.0,0.0,42.0,56.2964072
1864,2199,0.0,0.0,41.997006,60.497006
2615,2199,0.0,0.0,41.997006,39.5988024
3395,2199,0.0,0.0,41.8982036,41.6976048
2588,2199,0.0,0.0,41.7994012,56.7994012
1261,2199,0.0,0.0,41.7994012,34.7994012
2068,2199,0.0,0.0,41.7994012,42.8982036
2446,2199,0.0,0.0,41.6976048,67.8982036
2926,2199,0.0,0.0,41.6327345,50.3982036
3531,2199,0.0,0.0,41.5988024,31.1327345
2059,2199,0.0,0.0,41.5988024,35.497006
2725,2199,0.0,0.0,41.5988024,47.0
1259,2199,0.0,0.0,41.5988024,42.9321357
2541,2199,0.0,0.0,41.5,39.1327345
1410,2199,0.0,0.0,41.5,48.7994012
1885,2199,0.0,0.0,41.497006,43.6976048
1752,2199,0.0,0.0,41.497006,47.8982036
1779,2199,0.0,0.0,41.3982036,34.1976048
1932,2199,0.0,0.0,41.1976048,64.5988024
2758,2199,0.0,0.0,41.1327345,46.4321357
3432,2199,0.0,0.0,41.0988024,48.0988024
3765,2199,0.0,0.0,41.0988024,39.5988024
2151,2199,0.0,0.0,41.0309381,49.3982036
1924,2199,0.0,0.0,41.0,54.3982036
2023,2199,0.0,0.0,41.0,42.9321357
2147,2199,0.0,0.0,41.0,40.1976048
1825,2199,0.0,0.0,40.997006,46.7964072
3498,2199,0.0,0.0,40.8982036,51.5988024
1713,2199,0.0,0.0,40.8982036,21.7994012
3437,2199,0.0,0.0,40.8982036,30.5988024
1512,2199,0.0,0.0,40.8982036,38.0988024
3467,2199,0.0,0.0,40.8982036,44.0988024
1926,2199,0.0,0.0,40.8982036,34.997006
2735,2199,0.0,0.0,40.7964072,61.9261477
900,2199,0.0,0.0,40.5988024,38.3982036
3406,2199,0.0,0.0,40.5988024,42.6976048
1336,2199,0.0,0.0,40.5988024,39.7994012
1965,2199,0.0,0.0,40.5988024,34.8982036
948,2199,0.0,0.0,40.5988024,33.2994012
1782,2199,0.0,0.0,40.5,53.3982036
3261,2199,0.0,0.0,40.3982036,36.2315369
4106,2199,0.0,0.0,40.2994012,30.2315369
2666,2199,0.0,0.0,40.2994012,45.0
2641,2199,0.0,0.0,40.2994012,46.497006
1896,2199,0.0,0.0,40.0988024,36.0988024
3195,2199,0.0,0.0,40.0988024,47.1946108
2296,2199,0.0,0.0,40.0988024,47.7964072
1590,2199,0.0,0.0,40.0988024,45.497006
3433,2199,0.0,0.0,40.0988024,34.497006
3460,2199,0.0,0.0,40.0988024,42.3982036
2528,2199,0.0,0.0,40.0988024,39.497006
2347,2199,0.0,0.0,40.0988024,33.1976048
3148,2199,0.0,0.0,39.9321357,49.6327345
1134,2199,0.0,0.0,39.8982036,40.3982036
3928,2199,0.0,0.0,39.7994012,49.8333333
2538,2199,0.0,0.0,39.6976048,37.3982036
3382,2199,0.0,0.0,39.6327345,30.5988024
3272,2199,0.0,0.0,39.5988024,36.5958084
3129,2199,0.0,0.0,39.5988024,34.5988024
1767,2199,0.0,0.0,39.5988024,46.3982036
3351,2199,0.0,0.0,39.5,37.8982036
3375,2199,0.0,0.0,39.497006,65.7994012
2073,2199,0.0,0.0,39.497006,32.5
1495,2199,0.0,0.0,39.3982036,31.0988024
3439,2199,0.0,0.0,39.3333333,33.0988024
1573,2199,0.0,0.0,39.2994012,32.4321357
3951,2199,0.0,0.0,39.2994012,25.1976048
3834,2199,0.0,0.0,39.2994012,34.0988024
3130,2199,0.0,0.0,39.2994012,55.0988024
2376,2199,0.0,0.0,39.1976048,45.497006
2595,2199,0.0,0.0,39.0988024,19.997006
1447,2199,0.0,0.0,39.0,39.3982036
3096,2199,0.0,0.0,39.0,26.0
2888,2199,0.0,0.0,38.997006,43.0988024
3090,2199,0.0,0.0,38.997006,46.0988024
3595,2199,0.0,0.0,38.8982036,41.5
2530,2199,0.0,0.0,38.7994012,36.3982036
1558,2199,0.0,0.0,38.7994012,33.7964072
3109,2199,0.0,0.0,38.7994012,48.6976048
3247,2199,0.0,0.0,38.6976048,33.7964072
4650,2199,0.0,0.0,38.5988024,28.5
1884,2199,0.0,0.0,38.5988024,31.2994012
2020,2199,0.0,0.0,38.5988024,33.7964072
2449,2199,0.0,0.0,38.5988024,41.2994012
1405,2199,0.0,0.0,38.5988024,34.0988024
1873,2199,0.0,0.0,38.5,33.0988024
1915,2199,0.0,0.0,38.3982036,34.3982036
1824,2199,0.0,0.0,38.3982036,33.997006
2534,2199,0.0,0.0,38.1976048,37.997006
2944,2199,0.0,0.0,38.0988024,36.497006
3501,2199,0.0,0.0,38.0958084,47.7994012
3089,2199,0.0,0.0,38.0,38.997006
4781,2199,0.0,0.0,37.8982036,40.6976048
1571,2199,0.0,0.0,37.8982036,50.1976048
2183,2199,0.0,0.0,37.7994012,29.2994012
1807,2199,0.0,0.0,37.6297405,46.497006
3279,2199,0.0,0.0,37.5988024,48.5988024
2385,2199,0.0,0.0,37.5988024,29.2964072
3475,2199,0.0,0.0,37.5,47.5988024
2897,2199,0.0,0.0,37.5,33.7315369
2716,2199,0.0,0.0,37.4321357,38.8982036
4624,2199,0.0,0.0,37.3982036,39.7315369
1879,2199,0.0,0.0,37.3982036,46.0988024
1871,2199,0.0,0.0,37.3303393,41.997006
2918,2199,0.0,0.0,37.2994012,47.0988024
4720,2199,0.0,0.0,37.1976048,31.0988024
3848,2199,0.0,0.0,37.1327345,27.0988024
1735,2199,0.0,0.0,37.0988024,21.7994012
2741,2199,0.0,0.0,37.0988024,53.3982036
3386,2199,0.0,0.0,37.0988024,42.0988024
2015,2199,0.0,0.0,37.0988024,46.0988024
3211,2199,0.0,0.0,37.0988024,41.0988024
4047,2199,0.0,0.0,37.0988024,23.2994012
1771,2199,0.0,0.0,37.0988024,41.497006
1786,2199,0.0,0.0,37.0988024,26.1976048
2797,2199,0.0,0.0,37.0988024,32.0
1549,2199,0.0,0.0,36.997006,28.2994012
1619,2199,0.0,0.0,36.8982036,41.2994012
1045,2199,0.0,0.0,36.7315369,59.1976048
3174,2199,0.0,0.0,36.70849214,33.0
2779,2199,0.0,0.0,36.6976048,32.5
1874,2199,0.0,0.0,36.6327345,40.3952096
1457,2199,0.0,0.0,36.5988024,36.5958084
1502,2199,0.0,0.0,36.5988024,34.2994012
2465,2199,0.0,0.0,36.5988024,36.7994012
2011,2199,0.0,0.0,36.5988024,28.4321357
3573,2199,0.0,0.0,36.5988024,40.2994012
569,2199,0.0,0.0,36.5,38.0988024
3485,2199,0.0,0.0,36.5,38.3303393
2681,2199,0.0,0.0,36.3982036,30.8982036
3517,2199,0.0,0.0,36.2994012,30.6976048
2114,2199,0.0,0.0,36.2315369,31.1976048
1049,2199,0.0,0.0,36.0988024,30.997006
2290,2199,0.0,0.0,36.0988024,25.5988024
4490,2199,0.0,0.0,36.0958084,32.2964072
3426,2199,0.0,0.0,36.0,42.7994012
526,2199,0.0,0.0,36.0,50.7964072
3166,2199,0.0,0.0,36.0,25.2315369
2684,2199,0.0,0.0,35.8982036,51.497006
1236,2199,0.0,0.0,35.8982036,30.0
1764,2199,0.0,0.0,35.8982036,35.6327345
3751,2199,0.0,0.0,35.7994012,30.2994012
2880,2199,0.0,0.0,35.7994012,28.7994012
4616,2199,0.0,0.0,35.5988024,29.3982036
2529,2199,0.0,0.0,35.497006,40.497006
3648,2199,0.0,0.0,35.497006,41.7994012
2964,2199,0.0,0.0,35.3982036,34.0988024
1251,2199,0.0,0.0,35.3982036,45.3982036
2659,2199,0.0,0.0,35.2994012,22.6976048
2125,2199,0.0,0.0,35.2994012,41.6976048
2746,2199,0.0,0.0,35.1976048,26.2994012
3076,2199,0.0,0.0,35.0988024,35.0988024
2736,2199,0.0,0.0,35.0988024,48.3982036
1723,2199,0.0,0.0,35.0988024,42.2994012
3698,2199,0.0,0.0,35.0988024,38.997006
963,2199,0.0,0.0,34.997006,29.1976048
1096,2199,0.0,0.0,34.8982036,34.0988024
3051,2199,0.0,0.0,34.7994012,30.7994012
4621,2199,0.0,0.0,34.6976048,27.7994012
2486,2199,0.0,0.0,34.6327345,39.5
1773,2199,0.0,0.0,34.5988024,38.7994012
4167,2199,0.0,0.0,34.5988024,31.2994012
2206,2199,0.0,0.0,34.5988024,54.0988024
2667,2199,0.0,0.0,34.5988024,25.5
1639,2199,0.0,0.0,34.5,36.2994012
1534,2199,0.0,0.0,34.4321357,42.2994012
4605,2199,0.0,0.0,34.2994012,35.0988024
1740,2199,0.0,0.0,34.2994012,27.497006
2658,2199,0.0,0.0,34.2994012,30.5988024
1839,2199,0.0,0.0,34.2994012,29.6976048
2893,2199,0.0,0.0,34.2994012,38.5988024
1901,2199,0.0,0.0,34.2964072,22.7315369
3014,2199,0.0,0.0,34.1976048,42.3982036
2207,2199,0.0,0.0,34.1976048,69.3612774
1557,2199,0.0,0.0,34.1327345,45.0988024
3660,2199,0.0,0.0,34.0988024,31.0
4328,2199,0.0,0.0,34.0988024,34.0988024
731,2199,0.0,0.0,34.0,35.0988024
1566,2199,0.0,0.0,34.0,31.2994012
1712,2199,0.0,0.0,34.0,33.0
2777,2199,0.0,0.0,33.997006,27.7964072
1330,2199,0.0,0.0,33.8982036,34.8982036
4359,2199,0.0,0.0,33.8982036,28.997006
2395,2199,0.0,0.0,33.8982036,21.3982036
2832,2199,0.0,0.0,33.7994012,39.7994012
2175,2199,0.0,0.0,33.7994012,62.1976048
3073,2199,0.0,0.0,33.6976048,34.3333333
1762,2199,0.0,0.0,33.6976048,26.7994012
1788,2199,0.0,0.0,33.5988024,23.5988024
328,2199,0.0,0.0,33.5988024,48.2994012
4885,2199,0.0,0.0,33.5988024,16.6976048
3540,2199,0.0,0.0,33.5958084,37.7994012
1865,2199,0.0,0.0,33.5,42.5
4168,2199,0.0,0.0,33.3982036,24.3982036
421,2199,0.0,0.0,33.3982036,38.7964072
2927,2199,0.0,0.0,33.2994012,32.3982036
1497,2199,0.0,0.0,33.2994012,33.2994012
893,2199,0.0,0.0,33.2994012,29.8982036
1863,2199,0.0,0.0,33.1976048,33.5
4395,2199,0.0,0.0,33.1976048,42.0988024
3400,2199,0.0,0.0,33.1976048,43.7315369
2931,2199,0.0,0.0,33.0988024,45.5309381
2052,2199,0.0,0.0,33.0988024,41.997006
2771,2199,0.0,0.0,33.0,30.8982036
1680,2199,0.0,0.0,33.0,42.997006
3343,2199,0.0,0.0,32.8333333,29.497006
1501,2199,0.0,0.0,32.7994012,36.0
1503,2199,0.0,0.0,32.7994012,36.1976048
2053,2199,0.0,0.0,32.7994012,47.497006
1979,2199,0.0,0.0,32.7994012,32.5988024
2997,2199,0.0,0.0,32.7994012,15.5
2769,2199,0.0,0.0,32.7994012,32.8982036
4529,2199,0.0,0.0,32.7994012,24.2994012
2301,2199,0.0,0.0,32.7994012,25.3982036
2493,2199,0.0,0.0,32.7994012,19.7994012
1648,2199,0.0,0.0,32.7994012,24.3982036
2010,2199,0.0,0.0,32.7994012,29.8982036
3085,2199,0.0,0.0,32.7994012,25.3982036
2780,2199,0.0,0.0,32.7964072,51.1976048
1911,2199,0.0,0.0,32.7315369,27.5
4132,2199,0.0,0.0,32.6976048,45.8303393
2055,2199,0.0,0.0,32.5988024,28.7994012
1907,2199,0.0,0.0,32.5988024,23.6976048
1182,2199,0.0,0.0,32.5988024,44.2994012
1651,2199,0.0,0.0,32.5988024,39.0988024
3820,2199,0.0,0.0,32.5,41.2994012
1516,2199,0.0,0.0,32.497006,33.2994012
2854,2199,0.0,0.0,32.497006,40.4321357
3209,2199,0.0,0.0,32.3982036,37.497006
2745,2199,0.0,0.0,32.2994012,30.2994012
3831,2199,0.0,0.0,32.2994012,25.3982036
2709,2199,0.0,0.0,32.2994012,23.7994012
2126,2199,0.0,0.0,32.2994012,43.2315369
2128,2199,0.0,0.0,32.2994012,30.2994012
1423,2199,0.0,0.0,32.2315369,36.497006
2495,2199,0.0,0.0,32.0988024,32.5988024
3886,2199,0.0,0.0,32.0,33.0
1324,2199,0.0,0.0,31.8982036,30.2994012
2354,2199,0.0,0.0,31.8982036,37.5309381
4637,2199,0.0,0.0,31.8982036,20.3982036
3202,2199,0.0,0.0,31.7994012,47.997006
1227,2199,0.0,0.0,31.7994012,32.8982036
978,2199,0.0,0.0,31.7994012,56.497006
4294,2199,0.0,0.0,31.6976048,21.3982036
573,2199,0.0,0.0,31.6976048,31.6976048
220,2199,0.0,0.0,31.5988024,37.7994012
311,2199,0.0,0.0,31.5988024,40.0988024
1250,2199,0.0,0.0,31.5988024,41.5988024
4658,2199,0.0,0.0,31.5,53.0988024
1953,2199,0.0,0.0,31.497006,36.2964072
2652,2199,0.0,0.0,31.3982036,42.1976048
2674,2199,0.0,0.0,31.3982036,25.0988024
763,2199,0.0,0.0,31.2994012,27.5988024
2836,2199,0.0,0.0,31.2994012,31.5309381
4015,2199,0.0,0.0,31.2994012,38.8982036
1834,2199,0.0,0.0,31.2994012,20.6976048
1569,2199,0.0,0.0,31.2994012,34.8982036
4254,2199,0.0,0.0,31.2994012,28.7994012
1826,2199,0.0,0.0,31.2994012,27.7994012
4255,2199,0.0,0.0,31.2994012,36.5988024
4266,2199,0.0,0.0,31.1976048,25.3982036
4175,2199,0.0,0.0,31.0988024,34.8982036
1546,2199,0.0,0.0,31.0988024,28.1976048
1521,2199,0.0,0.0,31.0988024,41.497006
2366,2199,0.0,0.0,31.0,24.2994012
3537,2199,0.0,0.0,31.0,25.8982036
3849,2199,0.0,0.0,31.0,33.8982036
4201,2199,0.0,0.0,31.0,34.7994012
761,2199,0.0,0.0,31.0,42.3982036
2032,2199,0.0,0.0,30.8982036,23.0988024
1659,2199,0.0,0.0,30.8982036,45.2964072
4933,2199,0.0,0.0,30.7994012,22.3982036
3399,2199,0.0,0.0,30.7994012,20.0988024
1756,2199,0.0,0.0,30.7994012,26.0988024
3416,2199,0.0,0.0,30.7994012,27.7994012
1778,2199,0.0,0.0,30.7964072,33.1976048
1618,2199,0.0,0.0,30.6976048,25.2994012
2856,2199,0.0,0.0,30.5988024,21.8982036
2038,2199,0.0,0.0,30.5988024,31.0988024
4766,2199,0.0,0.0,30.5,34.497006
2891,2199,0.0,0.0,30.5,36.0
2031,2199,0.0,0.0,30.5,30.3982036
1279,2199,0.0,0.0,30.5,25.5
3608,2199,0.0,0.0,30.497006,40.0
322,2199,0.0,0.0,30.3982036,36.0
2404,2199,0.0,0.0,30.3982036,24.7994012
3058,2199,0.0,0.0,30.3982036,21.7994012
3946,2199,0.0,0.0,30.3982036,31.3982036
3212,2199,0.0,0.0,30.2994012,36.3982036
2521,2199,0.0,0.0,30.2994012,17.6976048
1537,2199,0.0,0.0,30.2994012,29.2994012
859,2199,0.0,0.0,30.2994012,44.0988024
3126,2199,0.0,0.0,30.2994012,26.9321357
2518,2199,0.0,0.0,30.1976048,24.7994012
1332,2199,0.0,0.0,30.1976048,49.8982036
2451,2199,0.0,0.0,30.1976048,29.0988024
4314,2199,0.0,0.0,30.0988024,26.2994012
1254,2199,0.0,0.0,30.0988024,37.8982036
1396,2199,0.0,0.0,30.0988024,25.7994012
2708,2199,0.0,0.0,30.0,32.5988024
2224,2199,0.0,0.0,30.0,25.5988024
4563,2199,0.0,0.0,30.0,15.5
3200,2199,0.0,0.0,30.0,28.5988024
2097,2199,0.0,0.0,30.0,29.5
2513,2199,0.0,0.0,29.8982036,29.0988024
4569,2199,0.0,0.0,29.8982036,34.7964072
1395,2199,0.0,0.0,29.7994012,24.5988024
2574,2199,0.0,0.0,29.6976048,29.5988024
539,2199,0.0,0.0,29.6976048,40.8982036
2516,2199,0.0,0.0,29.6976048,27.5988024
2425,2199,0.0,0.0,29.5988024,44.497006
2917,2199,0.0,0.0,29.5,25.7994012
1114,2199,0.0,0.0,29.5,23.2994012
4349,2199,0.0,0.0,29.3982036,37.5988024
920,2199,0.0,0.0,29.3982036,32.0988024
849,2199,0.0,0.0,29.3982036,31.0988024
600,2199,0.0,0.0,29.3982036,29.7994012
3265,2199,0.0,0.0,29.3982036,37.2994012
1525,2199,0.0,0.0,29.3982036,28.2964072
3007,2199,0.0,0.0,29.3982036,27.1976048
1444,2199,0.0,0.0,29.2994012,45.3982036
2902,2199,0.0,0.0,29.2994012,26.7315369
2636,2199,0.0,0.0,29.2994012,35.2994012
1464,2199,0.0,0.0,29.2994012,41.997006
1654,2199,0.0,0.0,29.2994012,38.1976048
1939,2199,0.0,0.0,29.2994012,45.0988024
2686,2199,0.0,0.0,29.2994012,42.3982036
1283,2199,0.0,0.0,29.2994012,24.6976048
1763,2199,0.0,0.0,29.2994012,34.5
2802,2199,0.0,0.0,29.1976048,37.1976048
3914,2199,0.0,0.0,29.1327345,26.0
2773,2199,0.0,0.0,29.0988024,30.0988024
1491,2199,0.0,0.0,29.0988024,27.4321357
1938,2199,0.0,0.0,29.0988024,40.5309381
2812,2199,0.0,0.0,29.0988024,35.6976048
3078,2199,0.0,0.0,29.0988024,18.7994012
2060,2199,0.0,0.0,29.0988024,25.5
4188,2199,0.0,0.0,29.0,38.1327345
2930,2199,0.0,0.0,29.0,26.8982036
695,2199,0.0,0.0,28.8982036,34.7994012
3448,2199,0.0,0.0,28.8982036,34.2994012
2919,2199,0.0,0.0,28.8982036,32.1976048
1978,2199,0.0,0.0,28.8982036,42.8982036
2755,2199,0.0,0.0,28.7994012,32.7994012
1688,2199,0.0,0.0,28.7994012,35.1976048
4094,2199,0.0,0.0,28.7315369,31.3982036
626,2199,0.0,0.0,28.5988024,31.1976048
1842,2199,0.0,0.0,28.5988024,25.6976048
3419,2199,0.0,0.0,28.5988024,18.2994012
4131,2199,0.0,0.0,28.5988024,23.0988024
4392,2199,0.0,0.0,28.5988024,19.0988024
2582,2199,0.0,0.0,28.5,31.7994012
639,2199,0.0,0.0,28.5,23.0
3144,2199,0.0,0.0,28.5,20.0988024
2460,2199,0.0,0.0,28.5,35.0988024
4566,2199,0.0,0.0,28.3982036,22.0988024
770,2199,0.0,0.0,28.3982036,44.3982036
2554,2199,0.0,0.0,28.2994012,28.8982036
3410,2199,0.0,0.0,28.2994012,24.5988024
3505,2199,0.0,0.0,28.2994012,26.1976048
664,2199,0.0,0.0,28.2994012,26.2994012
739,2199,0.0,0.0,28.2994012,40.7994012
2496,2199,0.0,0.0,28.2994012,28.5988024
3714,2199,0.0,0.0,28.0988024,23.0958084
2316,2199,0.0,0.0,28.0988024,17.0988024
1708,2199,0.0,0.0,28.0988024,36.7315369
2259,2199,0.0,0.0,28.0988024,22.2964072
4343,2199,0.0,0.0,28.0,33.1327345
2630,2199,0.0,0.0,28.0,17.7994012
3459,2199,0.0,0.0,28.0,23.2994012
1453,2199,0.0,0.0,27.8982036,42.497006
3646,2199,0.0,0.0,27.8982036,35.5988024
2193,2199,0.0,0.0,27.8982036,21.8982036
377,2199,0.0,0.0,27.7994012,25.2994012
4245,2199,0.0,0.0,27.7994012,30.0
946,2199,0.0,0.0,27.7994012,25.3982036
15,2199,0.0,0.0,27.7994012,18.7994012
4053,2199,0.0,0.0,27.7315369,18.0988024
1002,2199,0.0,0.0,27.6946108,22.5988024
880,2199,0.0,0.0,27.6327345,30.5
3793,2199,0.0,0.0,27.5988024,28.1976048
3339,2199,0.0,0.0,27.5988024,29.497006
3179,2199,0.0,0.0,27.5988024,33.2994012
1601,2199,0.0,0.0,27.5988024,33.0958084
3878,2199,0.0,0.0,27.5988024,20.2994012
3858,2199,0.0,0.0,27.5988023,43.3333333
895,2199,0.0,0.0,27.5,43.497006
1587,2199,0.0,0.0,27.5,30.3982036
926,2199,0.0,0.0,27.3982036,26.1976048
4828,2199,0.0,0.0,27.3982036,19.0988024
2907,2199,0.0,0.0,27.2994012,27.2994012
1490,2199,0.0,0.0,27.2994012,34.5988024
2656,2199,0.0,0.0,27.2994012,30.3982036
1707,2199,0.0,0.0,27.2994012,14.5
1047,2199,0.0,0.0,27.2994012,32.2994012
4099,2199,0.0,0.0,27.2994012,22.7994012
1984,2199,0.0,0.0,27.1976048,25.0
2916,2199,0.0,0.0,27.1327345,42.0988024
4894,2199,0.0,0.0,27.0988024,23.5
2951,2199,0.0,0.0,27.0988024,31.2994012
1757,2199,0.0,0.0,27.0,40.1976048
3866,2199,0.0,0.0,27.0,21.0988024
1805,2199,0.0,0.0,26.8982036,17.5
3723,2199,0.0,0.0,26.8982036,22.5988024
3365,2199,0.0,0.0,26.8982036,31.5988024
3316,2199,0.0,0.0,26.7994012,20.5988024
2844,2199,0.0,0.0,26.7994012,35.497006
1909,2199,0.0,0.0,26.6976048,32.5988024
4250,2199,0.0,0.0,26.5988024,37.7994012
2383,2199,0.0,0.0,26.5988024,32.5988024
2988,2199,0.0,0.0,26.5988024,21.2994012
3895,2199,0.0,0.0,26.5988024,18.3982036
2819,2199,0.0,0.0,26.5988024,26.7994012
1547,2199,0.0,0.0,26.5,29.0958084
3812,2199,0.0,0.0,26.5,39.9321357
2479,2199,0.0,0.0,26.5,27.0988024
2543,2199,0.0,0.0,26.5,22.7994012
3015,2199,0.0,0.0,26.5,15.0
4189,2199,0.0,0.0,26.3982036,27.8982036
2747,2199,0.0,0.0,26.3982036,31.5988024
2793,2199,0.0,0.0,26.3982036,36.5988024
744,2199,0.0,0.0,26.3982036,28.1976048
2713,2199,0.0,0.0,26.2994012,19.0988024
4217,2199,0.0,0.0,26.2994012,29.7994012
3120,2199,0.0,0.0,26.2994012,41.2994012
3973,2199,0.0,0.0,26.2994012,19.7994012
2871,2199,0.0,0.0,26.2994012,32.6976048
1426,2199,0.0,0.0,26.2994012,33.2994012
3474,2199,0.0,0.0,26.2994012,24.0988024
1912,2199,0.0,0.0,26.2994012,25.6327345
1104,2199,0.0,0.0,26.2994012,20.0988024
4353,2199,0.0,0.0,26.2994012,32.3982036
4244,2199,0.0,0.0,26.1976048,23.0
1717,2199,0.0,0.0,26.1976048,15.7994012
3597,2199,0.0,0.0,26.1976048,27.5988024
3018,2199,0.0,0.0,26.1327345,32.2964072
2365,2199,0.0,0.0,26.0988024,19.5309381
4237,2199,0.0,0.0,26.0988024,14.0988024
1448,2199,0.0,0.0,26.0988024,31.7994012
3362,2199,0.0,0.0,26.0,26.3982036
3908,2199,0.0,0.0,26.0,18.6327345
2724,2199,0.0,0.0,25.8982036,31.7994012
4222,2199,0.0,0.0,25.8982036,28.0988024
2297,2199,0.0,0.0,25.8982036,14.0988024
3502,2199,0.0,0.0,25.7994012,32.497006
3318,2199,0.0,0.0,25.7994012,20.0
